MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5,Category
1165,1165,1165,28/04/2004 6:00,1165,1.1,95,7.5,76,69,13.9,60.7,0.9597,28,4,2004,6,1030,880,892,1539,996,Mid
1166,1166,1166,28/04/2004 7:00,1166,5.5,754,30.4,321,104,15.0,58.3,0.9876,28,4,2004,7,1689,1560,529,2396,1736,Mid
1167,1167,1167,28/04/2004 8:00,1167,4.2,588,22.0,274,100,16.1,54.8,0.996,28,4,2004,8,1486,1351,571,2112,1692,Mid
1168,1168,1168,28/04/2004 9:00,1168,4.6,658,24.7,322,146,19.3,46.4,1.0248,28,4,2004,9,1592,1423,577,2155,2108,Mid
1169,1169,1169,28/04/2004 10:00,1169,3.4,372,18.4,255,155,24.2,33.8,1.0097,28,4,2004,10,1469,1252,692,1903,1807,High
1170,1170,1170,28/04/2004 11:00,1170,2.8,386,16.8,196,139,26.7,28.7,0.9895,28,4,2004,11,1364,1205,723,1850,1566,High
1171,1171,1171,28/04/2004 12:00,1171,2.5,333,14.2,136,121,27.4,28.2,1.0098,28,4,2004,12,1285,1123,755,1741,1293,High
1172,1172,1172,28/04/2004 13:00,1172,2.4,293,15.7,119,108,28.1,26.9,1.0094,28,4,2004,13,1311,1170,748,1787,1219,High
1173,1173,1173,28/04/2004 14:00,1173,3.2,511,21.9,169,126,27.7,26.5,0.9693,28,4,2004,14,1416,1348,684,1969,1330,High
1174,1174,1174,28/04/2004 15:00,1174,3.5,559,20.8,197,145,28.4,23.4,0.8935,28,4,2004,15,1387,1318,701,1890,1299,High
1175,1175,1175,28/04/2004 16:00,1175,2.9,375,16.2,140,121,28.4,26.0,0.9922,28,4,2004,16,1329,1185,768,1750,1111,High
1176,1176,1176,28/04/2004 17:00,1176,3.6,509,19.8,178,145,27.3,30.0,1.0752,28,4,2004,17,1496,1292,680,1878,1300,High
1177,1177,1177,28/04/2004 18:00,1177,4.8,790,28.9,223,160,24.3,37.3,1.1199,28,4,2004,18,1676,1525,567,2226,1653,High
1178,1178,1178,28/04/2004 19:00,1178,5.4,816,28.3,222,155,23.1,42.2,1.1746,28,4,2004,19,1724,1510,562,2252,1716,High
1179,1179,1179,28/04/2004 20:00,1179,5.3,804,24.9,265,162,21.8,43.6,1.1226,28,4,2004,20,1642,1426,597,2117,1720,High
1180,1180,1180,28/04/2004 21:00,1180,2.7,332,13.1,151,129,19.8,46.8,1.0702,28,4,2004,21,1267,1088,764,1740,1339,Mid
1181,1181,1181,28/04/2004 22:00,1181,1.4,156,8.6,79,96,19.6,49.8,1.1221,28,4,2004,22,1146,923,845,1575,1166,Mid
1182,1182,1182,28/04/2004 23:00,1182,1.6,143,9.5,87,92,17.9,56.2,1.142,28,4,2004,23,1216,960,788,1662,1256,Mid
1183,1183,1183,29/04/2004 0:00,1183,1.5,117,7.8,88,89,17.4,55.6,1.0963,29,4,2004,0,1128,891,838,1574,1125,Mid
1184,1184,1184,29/04/2004 1:00,1184,1.0,84,5.2,51,61,16.8,59.5,1.1269,29,4,2004,1,1042,772,923,1495,968,Mid
1185,1185,1185,29/04/2004 2:00,1185,0.6,60,2.8,34,54,15.9,60.1,1.0806,29,4,2004,2,926,639,1115,1409,814,Mid
1188,1188,1188,29/04/2004 5:00,1188,0.8,64,4.4,76,57,13.3,67.0,1.0203,29,4,2004,5,959,734,1038,1470,861,Mid
1189,1189,1189,29/04/2004 6:00,1189,1.5,148,9.4,139,68,12.9,66.5,0.9846,29,4,2004,6,1097,956,827,1620,1047,Mid
1190,1190,1190,29/04/2004 7:00,1190,4.9,635,29.8,293,95,14.8,61.3,1.0237,29,4,2004,7,1674,1547,539,2405,1665,Mid
1191,1191,1191,29/04/2004 8:00,1191,7.2,1129,36.2,368,125,16.1,56.5,1.0274,29,4,2004,8,1771,1690,461,2572,1982,Mid
1192,1192,1192,29/04/2004 9:00,1192,3.5,475,18.0,250,135,18.6,47.8,1.0143,29,4,2004,9,1408,1241,648,1886,1711,Mid
1193,1193,1193,29/04/2004 10:00,1193,2.1,220,10.9,145,118,23.8,30.2,0.8771,29,4,2004,10,1156,1009,875,1583,1204,High
1194,1194,1194,29/04/2004 11:00,1194,1.5,105,9.0,110,91,25.4,25.0,0.7966,29,4,2004,11,1042,941,971,1491,871,High
1195,1195,1195,29/04/2004 12:00,1195,2.0,190,14.4,104,89,25.6,25.5,0.8234,29,4,2004,12,1167,1128,829,1716,1040,High
1196,1196,1196,29/04/2004 13:00,1196,3.8,516,22.3,205,129,24.9,29.9,0.9325,29,4,2004,13,1398,1360,656,2037,1439,High
1197,1197,1197,29/04/2004 14:00,1197,3.4,346,20.9,201,122,22.4,37.9,1.016,29,4,2004,14,1458,1321,654,2023,1516,High
1198,1198,1198,29/04/2004 15:00,1198,4.4,565,23.1,266,138,21.7,44.0,1.1242,29,4,2004,15,1554,1379,614,2151,1693,High
1199,1199,1199,29/04/2004 16:00,1199,3.9,483,21.2,246,136,21.4,44.4,1.1176,29,4,2004,16,1495,1331,615,2069,1635,High
1200,1200,1200,29/04/2004 17:00,1200,4.9,651,24.8,247,143,20.8,45.3,1.1016,29,4,2004,17,1560,1424,579,2176,1688,High
1201,1201,1201,29/04/2004 18:00,1201,5.4,657,28.6,271,145,20.2,48.6,1.1354,29,4,2004,18,1664,1519,553,2312,1820,High
1202,1202,1202,29/04/2004 19:00,1202,6.5,830,32.6,332,146,20.2,50.8,1.1924,29,4,2004,19,1761,1610,502,2488,2006,High
1203,1203,1203,29/04/2004 20:00,1203,4.3,435,19.2,245,122,18.6,57.6,1.2233,29,4,2004,20,1524,1275,608,2046,1740,Mid
1204,1204,1204,29/04/2004 21:00,1204,2.9,209,16.3,180,112,18.2,58.8,1.2173,29,4,2004,21,1398,1189,646,1931,1577,Mid
1205,1205,1205,29/04/2004 22:00,1205,2.7,202,13.7,156,102,17.8,61.0,1.2352,29,4,2004,22,1342,1106,694,1856,1443,Mid
1206,1206,1206,29/04/2004 23:00,1206,2.8,174,13.6,172,97,17.0,70.7,1.3554,29,4,2004,23,1433,1104,681,1876,1411,Mid
1207,1207,1207,30/04/2004 0:00,1207,2.3,170,11.1,137,85,16.2,76.9,1.4051,30,4,2004,0,1297,1019,733,1823,1217,Mid
1208,1208,1208,30/04/2004 1:00,1208,1.7,116,7.6,91,76,15.7,78.6,1.3943,30,4,2004,1,1179,884,830,1696,1086,Mid
1209,1209,1209,30/04/2004 2:00,1209,1.2,91,5.9,80,74,15.7,78.4,1.3917,30,4,2004,2,1097,809,897,1628,1050,Mid
1212,1212,1212,30/04/2004 5:00,1212,0.8,48,4.5,68,66,15.7,74.7,1.3194,30,4,2004,5,1005,738,1005,1563,917,Mid
1213,1213,1213,30/04/2004 6:00,1213,1.7,111,9.3,162,90,15.9,73.1,1.3136,30,4,2004,6,1206,949,818,1771,1116,Mid
1214,1214,1214,30/04/2004 7:00,1214,3.0,345,18.3,213,111,16.6,68.2,1.2737,30,4,2004,7,1458,1249,662,2033,1380,Mid
1215,1215,1215,30/04/2004 8:00,1215,3.4,332,19.9,161,103,18.7,57.6,1.2323,30,4,2004,8,1405,1295,638,2065,1378,Mid
1216,1216,1216,30/04/2004 9:00,1216,3.3,344,16.6,209,117,17.6,65.0,1.2945,30,4,2004,9,1381,1199,685,1970,1365,Mid
1217,1217,1217,30/04/2004 10:00,1217,2.7,212,12.6,191,116,16.3,73.2,1.3458,30,4,2004,10,1315,1072,736,1833,1273,Mid
1218,1218,1218,30/04/2004 11:00,1218,2.6,166,12.9,215,109,16.0,78.5,1.4209,30,4,2004,11,1332,1082,707,1889,1242,Mid
1219,1219,1219,30/04/2004 12:00,1219,3.2,214,14.9,212,116,17.3,72.4,1.4125,30,4,2004,12,1362,1145,673,1973,1294,Mid
1220,1220,1220,30/04/2004 13:00,1220,3.4,377,17.4,202,115,19.4,60.9,1.3545,30,4,2004,13,1399,1222,643,2061,1413,Mid
1221,1221,1221,30/04/2004 14:00,1221,2.6,210,15.4,153,94,21.4,50.9,1.2823,30,4,2004,14,1310,1160,695,1939,1224,High
1222,1222,1222,30/04/2004 15:00,1222,3.4,265,16.7,185,121,22.7,45.8,1.2465,30,4,2004,15,1399,1201,699,1971,1318,High
1223,1223,1223,30/04/2004 16:00,1223,4.0,365,18.0,210,114,20.9,60.8,1.4852,30,4,2004,16,1524,1239,644,2139,1404,High
1224,1224,1224,30/04/2004 17:00,1224,4.5,454,19.2,215,110,21.0,54.3,1.3353,30,4,2004,17,1487,1274,641,2133,1471,High
1225,1225,1225,30/04/2004 18:00,1225,4.2,460,21.0,215,122,20.8,54.4,1.3194,30,4,2004,18,1480,1324,622,2162,1623,High
1226,1226,1226,30/04/2004 19:00,1226,5.7,642,26.9,281,135,19.8,58.6,1.3392,30,4,2004,19,1626,1476,555,2356,1786,Mid
1227,1227,1227,30/04/2004 20:00,1227,4.4,501,19.5,254,133,19.1,61.1,1.3345,30,4,2004,20,1449,1282,625,2100,1569,Mid
1228,1228,1228,30/04/2004 21:00,1228,3.1,234,15.1,189,110,18.2,65.4,1.3529,30,4,2004,21,1363,1152,684,1951,1495,Mid
1229,1229,1229,30/04/2004 22:00,1229,3.0,212,14.6,174,102,18.1,66.1,1.3579,30,4,2004,22,1371,1136,689,1927,1471,Mid
1230,1230,1230,30/04/2004 23:00,1230,3.1,275,13.7,167,108,17.7,66.9,1.3422,30,4,2004,23,1406,1107,718,1872,1384,Mid
1231,1231,1231,01/05/2004 0:00,1231,3.5,275,15.2,185,110,17.8,66.8,1.346,1,5,2004,0,1425,1155,709,1936,1789,Mid
