MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
191,191,191,18/03/2004 16:00,191,2.8,-200,16.8,172,169,27.1,23.1,0.818,18,3,2004,16,0,0,1496,1205,822,1767,1347
192,192,192,18/03/2004 17:00,192,2.7,-200,14.5,166,149,25.8,23.9,0.7832,18,3,2004,17,0,0,1409,1131,873,1689,1206
193,193,193,18/03/2004 18:00,193,3.7,-200,21.5,214,156,23,26.8,0.7446,18,3,2004,18,0,0,1513,1338,764,1957,1397
194,194,194,18/03/2004 19:00,194,5.1,-200,26.4,280,168,20.7,31.1,0.7523,18,3,2004,19,0,0,1667,1464,683,2118,1588
195,195,195,18/03/2004 20:00,195,5.1,-200,26,276,176,18.6,36.2,0.7676,18,3,2004,20,0,0,1667,1453,684,2051,1569
196,196,196,18/03/2004 21:00,196,3.2,-200,14.1,178,135,16,48.4,0.8768,18,3,2004,21,0,0,1430,1121,814,1732,1322
197,197,197,18/03/2004 22:00,197,2.1,-200,10.3,129,121,14.5,57.8,0.9456,18,3,2004,22,0,0,1333,989,885,1621,1194
198,198,198,18/03/2004 23:00,198,1.7,-200,8.3,95,99,13.1,64.2,0.9606,18,3,2004,23,0,0,1262,911,948,1545,1062
199,199,199,19/03/2004 0:00,199,2,-200,8.9,126,106,12,69.7,0.9735,19,3,2004,0,0,0,1287,936,918,1606,1040
200,200,200,19/03/2004 1:00,200,1.6,-200,6.6,103,96,11.9,71.1,0.9915,19,3,2004,1,0,0,1134,840,1021,1501,917
201,201,201,19/03/2004 2:00,201,0.9,-200,3.6,48,63,12.5,69.3,1.0029,19,3,2004,2,0,0,999,688,1229,1380,594
202,202,202,19/03/2004 3:00,202,0.7,-200,2.5,-200,-200,12.5,67.5,0.9768,19,3,2004,3,0,0,961,622,1382,1301,430
203,203,203,19/03/2004 4:00,203,-200,-200,1.8,20,32,12.3,67.7,0.9665,19,3,2004,4,0,0,934,569,1440,1280,397
204,204,204,19/03/2004 5:00,204,0.5,-200,1.3,18,28,12.5,66.8,0.962,19,3,2004,5,0,0,913,525,1620,1260,370
205,205,205,19/03/2004 6:00,205,0.7,-200,2.3,56,61,12.3,66.3,0.9487,19,3,2004,6,0,0,969,607,1373,1324,438
206,206,206,19/03/2004 7:00,206,1.5,-200,6.7,115,99,12.4,64.9,0.9332,19,3,2004,7,0,0,1182,845,1054,1539,704
207,207,207,19/03/2004 8:00,207,4.8,-200,22.8,320,157,13,61.6,0.9209,19,3,2004,8,0,0,1740,1372,671,2144,1476
208,208,208,19/03/2004 9:00,208,6.2,-200,31.3,357,166,13.6,58.8,0.912,19,3,2004,9,0,0,1819,1582,575,2456,1716
209,209,209,19/03/2004 10:00,209,4,-200,19.2,253,149,13.9,57.1,0.9032,19,3,2004,10,0,0,1427,1275,701,1980,1398
210,210,210,19/03/2004 11:00,210,3.3,-200,16.4,218,135,14.5,54.4,0.8917,19,3,2004,11,0,0,1390,1191,759,1879,1268
211,211,211,19/03/2004 12:00,211,2.8,-200,14,192,127,15.5,50.1,0.8744,19,3,2004,12,0,0,1283,1117,813,1751,1188
212,212,212,19/03/2004 13:00,212,3,-200,15.3,176,122,16.1,47.6,0.8655,19,3,2004,13,0,0,1304,1157,793,1801,1171
213,213,213,19/03/2004 14:00,213,3.3,-200,16.7,198,135,16.3,47.1,0.864,19,3,2004,14,0,0,1364,1202,771,1875,1250
214,214,214,19/03/2004 15:00,214,3.5,-200,19,212,139,16.4,47.5,0.8791,19,3,2004,15,0,0,1410,1268,724,1957,1344
215,215,215,19/03/2004 16:00,215,4,-200,19.4,249,147,16.1,50.2,0.9094,19,3,2004,16,0,0,1476,1280,708,1955,1378
216,216,216,19/03/2004 17:00,216,4.6,-200,20.9,270,158,16,50.7,0.9142,19,3,2004,17,0,0,1522,1320,690,2005,1435
217,217,217,19/03/2004 18:00,217,4.1,-200,20.2,231,146,15.8,50.3,0.8989,19,3,2004,18,0,0,1442,1301,704,1952,1372
218,218,218,19/03/2004 19:00,218,4.5,-200,21.7,251,144,15.5,50.6,0.884,19,3,2004,19,0,0,1469,1344,677,1997,1471
219,219,219,19/03/2004 20:00,219,3.9,-200,19.8,210,138,15.4,51.4,0.8956,19,3,2004,20,0,0,1467,1292,698,1942,1439
220,220,220,19/03/2004 21:00,220,4,-200,16.7,249,143,15.2,53.1,0.9117,19,3,2004,21,0,0,1421,1202,748,1854,1429
221,221,221,19/03/2004 22:00,221,2.2,-200,9.1,143,116,14.7,57.6,0.9573,19,3,2004,22,0,0,1175,945,904,1604,1081
222,222,222,19/03/2004 23:00,222,2.1,-200,8.3,127,109,14.2,58.3,0.938,19,3,2004,23,0,0,1215,912,948,1547,993
223,223,223,20/03/2004 0:00,223,1.7,-200,5.8,104,92,13.8,57.9,0.9085,20,3,2004,0,0,0,1127,802,1064,1447,837
224,224,224,20/03/2004 1:00,224,1.6,-200,5.2,86,83,13.9,55.9,0.8842,20,3,2004,1,0,0,1090,773,1105,1429,761
225,225,225,20/03/2004 2:00,225,1.3,-200,4.1,74,81,13.9,55.6,0.8765,20,3,2004,2,0,0,1017,718,1182,1382,650
226,226,226,20/03/2004 3:00,226,1.3,-200,3.4,-200,-200,13.8,55.1,0.8666,20,3,2004,3,0,0,997,677,1252,1359,591
227,227,227,20/03/2004 4:00,227,-200,-200,2.9,44,55,13.8,54.6,0.8574,20,3,2004,4,0,0,945,646,1308,1332,505
228,228,228,20/03/2004 5:00,228,0.8,-200,3.1,42,53,13.6,55.1,0.856,20,3,2004,5,0,0,956,661,1260,1351,518
229,229,229,20/03/2004 6:00,229,0.8,-200,2.5,63,67,13.6,59,0.9129,20,3,2004,6,0,0,966,622,1317,1342,571
230,230,230,20/03/2004 7:00,230,1.1,-200,4.3,115,91,13.5,58.4,0.896,20,3,2004,7,0,0,1064,728,1161,1461,842
231,231,231,20/03/2004 8:00,231,2.1,-200,8.9,170,113,13.8,58,0.9083,20,3,2004,8,0,0,1300,935,902,1623,1145
232,232,232,20/03/2004 9:00,232,2.4,-200,10.5,147,102,14.6,53.1,0.8765,20,3,2004,9,0,0,1348,998,834,1689,1218
233,233,233,20/03/2004 10:00,233,2.6,-200,12.5,166,107,15,52.3,0.8881,20,3,2004,10,0,0,1425,1068,776,1764,1341
234,234,234,20/03/2004 11:00,234,2.8,-200,12.3,195,113,15.4,52.1,0.9046,20,3,2004,11,0,0,1474,1061,768,1768,1406
235,235,235,20/03/2004 12:00,235,2.6,-200,11.7,182,108,16.3,50,0.9158,20,3,2004,12,0,0,1490,1039,782,1757,1422
236,236,236,20/03/2004 13:00,236,2.6,-200,11.7,168,105,17.1,47.9,0.9281,20,3,2004,13,0,0,1495,1040,809,1735,1373
237,237,237,20/03/2004 14:00,237,2.1,-200,9.3,125,93,19,42.9,0.937,20,3,2004,14,0,0,1376,953,900,1636,1153
238,238,238,20/03/2004 15:00,238,1.7,-200,7.6,95,87,19.5,42.3,0.9476,20,3,2004,15,0,0,1305,884,980,1573,927
239,239,239,20/03/2004 16:00,239,1.6,-200,6.7,79,76,19.5,42.3,0.9493,20,3,2004,16,0,0,1283,844,1036,1539,766
240,240,240,20/03/2004 17:00,240,2.1,-200,9.7,119,94,19.1,43.8,0.9556,20,3,2004,17,0,0,1392,967,930,1649,941
241,241,241,20/03/2004 18:00,241,2.3,-200,12.4,142,110,18.5,46.3,0.9744,20,3,2004,18,0,0,1452,1063,856,1774,1146
242,242,242,20/03/2004 19:00,242,3.5,-200,16.6,215,136,17.4,51.6,1.0159,20,3,2004,19,0,0,1633,1199,734,1919,1417
243,243,243,20/03/2004 20:00,243,3.9,-200,16.4,229,139,17.1,51.3,0.9914,20,3,2004,20,0,0,1625,1191,733,1885,1442
244,244,244,20/03/2004 21:00,244,3.3,-200,13.7,206,125,16.4,53.8,0.9964,20,3,2004,21,0,0,1535,1108,785,1820,1323
245,245,245,20/03/2004 22:00,245,2.3,-200,9.9,147,111,16.2,55.4,1.0132,20,3,2004,22,0,0,1323,973,864,1712,1125
246,246,246,20/03/2004 23:00,246,2.1,-200,8.9,122,97,15.9,57.7,1.0356,20,3,2004,23,0,0,1309,937,905,1672,1036
247,247,247,21/03/2004 0:00,247,2.8,-200,10.6,175,107,15.7,58.6,1.0396,21,3,2004,0,0,0,1456,999,835,1714,1202
248,248,248,21/03/2004 1:00,248,2.1,-200,7.4,133,90,15.1,60.9,1.0398,21,3,2004,1,0,0,1300,872,941,1577,1054
249,249,249,21/03/2004 2:00,249,1.6,-200,6.2,89,84,15.6,56.6,0.9951,21,3,2004,2,0,0,1203,823,1004,1526,903
250,250,250,21/03/2004 3:00,250,1.6,-200,6.5,-200,-200,15.2,57.9,0.9941,21,3,2004,3,0,0,1195,836,987,1554,885
251,251,251,21/03/2004 4:00,251,-200,-200,5.8,85,87,15.4,57.8,1.0021,21,3,2004,4,0,0,1117,802,1029,1539,818
252,252,252,21/03/2004 5:00,252,1.1,-200,4,55,66,14.9,60.6,1.0196,21,3,2004,5,0,0,1062,711,1136,1461,700
253,253,253,21/03/2004 6:00,253,0.7,-200,2.1,24,36,14.5,63,1.0316,21,3,2004,6,0,0,947,594,1300,1390,580
254,254,254,21/03/2004 7:00,254,0.8,-200,3.6,72,62,14.2,66.2,1.063,21,3,2004,7,0,0,1065,687,1143,1492,815
255,255,255,21/03/2004 8:00,255,1.2,-200,4.4,122,91,14.5,65.3,1.0704,21,3,2004,8,0,0,1155,734,1062,1528,1035
256,256,256,21/03/2004 9:00,256,1.4,-200,5.4,111,89,15.3,62.1,1.073,21,3,2004,9,0,0,1220,782,996,1560,1067
257,257,257,21/03/2004 10:00,257,1.7,-200,7.1,123,93,16.3,59,1.0868,21,3,2004,10,0,0,1301,862,914,1633,1114
258,258,258,21/03/2004 11:00,258,1.8,-200,7.3,106,81,18.9,49.6,1.07,21,3,2004,11,0,0,1279,870,911,1646,1000
259,259,259,21/03/2004 12:00,259,1.8,-200,7.6,103,82,19.4,46.1,1.0249,21,3,2004,12,0,0,1267,883,953,1617,906
260,260,260,21/03/2004 13:00,260,1.9,-200,6.8,102,80,20.8,41.6,1.0091,21,3,2004,13,0,0,1239,848,981,1568,822
261,261,261,21/03/2004 14:00,261,1.3,-200,4.6,48,48,21.4,40.3,1.0126,21,3,2004,14,0,0,1128,742,1144,1507,610
262,262,262,21/03/2004 15:00,262,1.6,-200,8.4,63,61,21.2,39.3,0.9791,21,3,2004,15,0,0,1243,916,962,1669,657
263,263,263,21/03/2004 16:00,263,1.9,-200,6.9,98,89,20.3,38,0.8942,21,3,2004,16,0,0,1208,853,1060,1506,647
264,264,264,21/03/2004 17:00,264,2.3,-200,9,132,105,19.4,41.3,0.9206,21,3,2004,17,0,0,1306,938,961,1607,762
265,265,265,21/03/2004 18:00,265,3.8,-200,15.1,173,116,18.5,43.8,0.9252,21,3,2004,18,0,0,1546,1151,769,1874,1122
266,266,266,21/03/2004 19:00,266,3.5,-200,12.6,185,119,17.8,48.1,0.9689,21,3,2004,19,0,0,1501,1071,823,1744,1130
267,267,267,21/03/2004 20:00,267,4.3,-200,15.1,266,144,17.9,46.9,0.952,21,3,2004,20,0,0,1605,1153,769,1840,1637
268,268,268,21/03/2004 21:00,268,2.8,-200,9.9,188,123,17.4,49.1,0.9688,21,3,2004,21,0,0,1316,974,883,1673,1272
269,269,269,21/03/2004 22:00,269,1.9,-200,8,122,105,17,51.7,0.9914,21,3,2004,22,0,0,1195,898,933,1594,1098
270,270,270,21/03/2004 23:00,270,1.9,-200,7.9,112,93,16.4,55.1,1.0198,21,3,2004,23,0,0,1211,896,920,1624,1066
271,271,271,22/03/2004 0:00,271,1.7,-200,6.1,93,86,16.1,60,1.0919,22,3,2004,0,0,0,1161,815,995,1582,909
272,272,272,22/03/2004 1:00,272,1.5,-200,5.1,74,76,15.8,60.5,1.0805,22,3,2004,1,0,0,1095,767,1050,1547,818
273,273,273,22/03/2004 2:00,273,0.6,-200,1.7,23,33,16.3,57,1.0491,22,3,2004,2,0,0,897,563,1417,1355,472
274,274,274,22/03/2004 3:00,274,0.4,-200,0.7,-200,-200,16.9,53.9,1.0309,22,3,2004,3,0,0,842,468,1813,1274,394
275,275,275,22/03/2004 4:00,275,-200,-200,0.8,17,27,16.1,55.9,1.0153,22,3,2004,4,0,0,854,481,1756,1304,396
276,276,276,22/03/2004 5:00,276,0.3,-200,0.7,15,23,16.5,53.9,1.0049,22,3,2004,5,0,0,845,472,1786,1278,378
277,277,277,22/03/2004 6:00,277,0.6,-200,2,41,46,16.4,54,0.9979,22,3,2004,6,0,0,942,586,1480,1373,432
278,278,278,22/03/2004 7:00,278,1.2,-200,5.1,86,76,15.7,57.6,1.0195,22,3,2004,7,0,0,1090,768,1072,1538,699
279,279,279,22/03/2004 8:00,279,3.6,-200,17.7,226,116,15.8,53.7,0.9571,22,3,2004,8,0,0,1514,1230,732,1996,1252
280,280,280,22/03/2004 9:00,280,3.7,-200,18.4,214,115,17.4,42.1,0.8281,22,3,2004,9,0,0,1379,1252,711,1962,1237
281,281,281,22/03/2004 10:00,281,1.8,-200,6.9,115,83,17.9,38.4,0.7793,22,3,2004,10,0,0,1074,854,1032,1484,772
282,282,282,22/03/2004 11:00,282,1.6,-200,7.3,124,87,18.5,36.7,0.7764,22,3,2004,11,0,0,1090,868,1026,1509,766
283,283,283,22/03/2004 12:00,283,1.9,-200,9.6,122,90,21,29.6,0.7263,22,3,2004,12,0,0,1110,964,947,1577,829
284,284,284,22/03/2004 13:00,284,2,-200,10.4,107,87,21.3,28.1,0.7067,22,3,2004,13,0,0,1102,994,955,1599,783
285,285,285,22/03/2004 14:00,285,2.2,-200,11.2,133,99,21.3,26.1,0.6539,22,3,2004,14,0,0,1100,1021,952,1607,822
286,286,286,22/03/2004 15:00,286,2.1,-200,10.7,130,99,21.3,26.8,0.6681,22,3,2004,15,0,0,1094,1003,965,1574,813
287,287,287,22/03/2004 16:00,287,2.3,451,11.6,150,101,21.3,24.2,0.606,22,3,2004,16,0,0,1076,1034,964,1544,813
288,288,288,22/03/2004 17:00,288,2.6,185,12.4,138,103,20.2,28.5,0.6682,22,3,2004,17,0,0,1152,1062,928,1606,850
289,289,289,22/03/2004 18:00,289,3.8,426,18.3,213,129,17,43.1,0.8264,22,3,2004,18,0,0,1407,1249,720,1932,1276
290,290,290,22/03/2004 19:00,290,4.4,672,21,232,143,15.6,47.4,0.8347,22,3,2004,19,0,0,1438,1325,678,1993,1401
291,291,291,22/03/2004 20:00,291,4.5,624,21,238,146,15.3,47.4,0.8178,22,3,2004,20,0,0,1425,1325,678,1965,1356
292,292,292,22/03/2004 21:00,292,3.3,325,14.5,180,124,14.5,49.7,0.8177,22,3,2004,21,0,0,1279,1131,775,1758,1243
293,293,293,22/03/2004 22:00,293,2,143,8.4,128,113,13.9,52,0.8231,22,3,2004,22,0,0,1132,916,920,1561,1083
294,294,294,22/03/2004 23:00,294,1.1,89,4.3,65,80,14.5,49.4,0.8106,22,3,2004,23,0,0,1006,729,1142,1370,795
295,295,295,23/03/2004 0:00,295,0.9,73,3.8,53,72,13.8,51.4,0.8071,23,3,2004,0,0,0,982,700,1204,1359,735
296,296,296,23/03/2004 1:00,296,0.8,48,2.7,47,64,14,51.3,0.8163,23,3,2004,1,0,0,969,636,1271,1309,684
297,297,297,23/03/2004 2:00,297,0.7,47,2.5,51,70,13,56.8,0.8444,23,3,2004,2,0,0,941,621,1298,1330,714
298,298,298,23/03/2004 3:00,298,0.5,36,1.2,-200,-200,11,70,0.9215,23,3,2004,3,0,0,892,522,1522,1285,456
299,299,299,23/03/2004 4:00,299,-200,25,0.8,20,31,10.1,76.8,0.9483,23,3,2004,4,0,0,855,478,1701,1261,401
300,300,300,23/03/2004 5:00,300,0.3,19,0.6,13,22,8.8,80.5,0.9147,23,3,2004,5,0,0,834,459,1908,1212,361
301,301,301,23/03/2004 6:00,301,0.5,26,1.8,33,47,9.6,75.4,0.9004,23,3,2004,6,0,0,909,567,1542,1287,418
302,302,302,23/03/2004 7:00,302,1.1,60,4.6,103,88,9.8,75,0.9093,23,3,2004,7,0,0,1061,745,1178,1429,616
303,303,303,23/03/2004 8:00,303,3,248,14.2,224,130,10,74.2,0.9117,23,3,2004,8,0,0,1441,1124,851,1829,1089
304,304,304,23/03/2004 9:00,304,3.8,535,21,244,132,11.2,69.7,0.9232,23,3,2004,9,0,0,1498,1325,684,2095,1329
305,305,305,23/03/2004 10:00,305,3.4,340,16.2,237,132,12,62.9,0.8803,23,3,2004,10,0,0,1343,1185,760,1857,1311
306,306,306,23/03/2004 11:00,306,3,325,15.5,220,131,12.8,55.8,0.821,23,3,2004,11,0,0,1308,1166,792,1794,1236
307,307,307,23/03/2004 12:00,307,2.7,267,13.4,207,129,13.1,54.8,0.8234,23,3,2004,12,0,0,1209,1097,837,1746,1147
308,308,308,23/03/2004 13:00,308,3.5,325,16.9,208,132,13.8,53.4,0.8351,23,3,2004,13,0,0,1310,1207,770,1847,1301
309,309,309,23/03/2004 14:00,309,2.8,268,12.4,160,110,16,42.4,0.7674,23,3,2004,14,0,0,1171,1064,881,1639,1097
310,310,310,23/03/2004 15:00,310,1.9,136,10.1,131,99,14.1,49.8,0.7971,23,3,2004,15,0,0,1112,980,924,1589,900
311,311,311,23/03/2004 16:00,311,2,118,8.7,128,100,12,61.1,0.8537,23,3,2004,16,0,0,1132,927,944,1570,781
312,312,312,23/03/2004 17:00,312,3,276,13.8,176,122,13.6,54.6,0.8465,23,3,2004,17,0,0,1225,1111,818,1719,1013
313,313,313,23/03/2004 18:00,313,1.9,151,9.3,107,97,13.7,49.5,0.7695,23,3,2004,18,0,0,1065,953,962,1514,790
314,314,314,23/03/2004 19:00,314,2.7,236,13,131,112,11.7,57.1,0.7822,23,3,2004,19,0,0,1236,1084,854,1688,1059
315,315,315,23/03/2004 20:00,315,3.3,220,14.3,166,128,11.5,58.2,0.7867,23,3,2004,20,0,0,1309,1126,812,1722,1205
316,316,316,23/03/2004 21:00,316,1.7,87,7.6,89,101,12.6,54.2,0.7881,23,3,2004,21,0,0,1089,884,1006,1487,975
317,317,317,23/03/2004 22:00,317,1.3,81,5.3,81,96,12,54.9,0.7664,23,3,2004,22,0,0,1000,776,1141,1375,896
318,318,318,23/03/2004 23:00,318,1.3,74,5.4,78,86,11,61.4,0.8057,23,3,2004,23,0,0,1041,782,1105,1425,911
319,319,319,24/03/2004 0:00,319,1.2,55,4.9,70,85,11.1,62.2,0.8199,24,3,2004,0,0,0,1045,756,1137,1411,902
320,320,320,24/03/2004 1:00,320,1.1,74,4.6,76,79,10.8,62.5,0.8082,24,3,2004,1,0,0,997,744,1151,1405,832
321,321,321,24/03/2004 2:00,321,0.9,35,2.7,43,61,11.3,60,0.8025,24,3,2004,2,0,0,948,634,1320,1326,715
322,322,322,24/03/2004 3:00,322,0.6,29,1.6,-200,-200,10.6,61.6,0.7856,24,3,2004,3,0,0,878,551,1493,1272,683
323,323,323,24/03/2004 4:00,323,-200,29,1.7,44,66,10.2,62.7,0.7813,24,3,2004,4,0,0,908,559,1477,1287,721
324,324,324,24/03/2004 5:00,324,0.6,20,1.2,34,54,10.9,58.6,0.7628,24,3,2004,5,0,0,892,522,1572,1255,648
325,325,325,24/03/2004 6:00,325,0.8,32,1.7,43,57,10.8,57.2,0.7382,24,3,2004,6,0,0,954,561,1496,1255,612
326,326,326,24/03/2004 7:00,326,1.2,84,4.8,79,75,10.4,59.2,0.7455,24,3,2004,7,0,0,1045,751,1186,1403,800
327,327,327,24/03/2004 8:00,327,3.1,245,13.8,174,97,11,57.3,0.7501,24,3,2004,8,0,0,1383,1109,832,1706,1173
328,328,328,24/03/2004 9:00,328,4.4,553,23.7,235,110,11.2,56.9,0.7565,24,3,2004,9,0,0,1597,1395,652,2080,1519
329,329,329,24/03/2004 10:00,329,3.4,450,14.2,218,113,12.1,54.9,0.7734,24,3,2004,10,0,0,1318,1124,762,1770,1287
330,330,330,24/03/2004 11:00,330,1.7,118,8,136,88,15.1,44.3,0.7535,24,3,2004,11,0,0,1138,898,950,1505,966
331,331,331,24/03/2004 12:00,331,1.5,118,6.7,117,85,15.6,40.6,0.7146,24,3,2004,12,0,0,1098,842,1012,1440,828
332,332,332,24/03/2004 13:00,332,1.7,144,8.7,119,96,16.9,34.6,0.6597,24,3,2004,13,0,0,1118,927,959,1477,825
333,333,333,24/03/2004 14:00,333,2.2,159,10.8,126,106,16.6,35.6,0.6697,24,3,2004,14,0,0,1170,1009,879,1566,872
334,334,334,24/03/2004 15:00,334,-200,122,6.7,100,91,11.3,63.9,0.8554,24,3,2004,15,0,0,1112,842,1015,1494,680
335,335,335,24/03/2004 16:00,335,2.7,230,11.4,197,126,9.6,81.1,0.972,24,3,2004,16,0,0,1390,1028,829,1730,1002
336,336,336,24/03/2004 17:00,336,2.8,320,13.4,195,130,11.7,69.1,0.9497,24,3,2004,17,0,0,1353,1096,774,1783,1159
337,337,337,24/03/2004 18:00,337,2.7,263,12,156,111,10.7,68.5,0.8794,24,3,2004,18,0,0,1260,1050,828,1722,979
338,338,338,24/03/2004 19:00,338,4.5,556,20.2,247,134,10.7,67.3,0.8643,24,3,2004,19,0,0,1501,1302,681,2008,1311
339,339,339,24/03/2004 20:00,339,3.5,458,14.4,190,136,10.8,65.7,0.8486,24,3,2004,20,0,0,1273,1130,795,1744,1071
340,340,340,24/03/2004 21:00,340,2.6,214,9.4,169,125,10.3,66.3,0.8336,24,3,2004,21,0,0,1179,955,928,1571,899
341,341,341,24/03/2004 22:00,341,1.7,97,5.9,118,108,10.1,66.9,0.8248,24,3,2004,22,0,0,1047,809,1064,1435,766
342,342,342,24/03/2004 23:00,342,1.3,79,4.5,81,87,10.4,61.1,0.7717,24,3,2004,23,0,0,973,739,1186,1354,589
343,343,343,25/03/2004 0:00,343,1.3,81,4.5,80,89,10.3,59.9,0.7516,25,3,2004,0,0,0,997,737,1168,1341,631
344,344,344,25/03/2004 1:00,344,1,52,2.5,42,58,11,58.4,0.7686,25,3,2004,1,0,0,970,621,1400,1249,479
345,345,345,25/03/2004 2:00,345,0.7,38,1.8,38,54,9.1,68.1,0.789,25,3,2004,2,0,0,902,568,1450,1253,479
346,346,346,25/03/2004 3:00,346,0.7,35,1.4,-200,-200,9.5,68.2,0.8091,25,3,2004,3,0,0,921,538,1564,1224,417
347,347,347,25/03/2004 4:00,347,0.5,29,0.9,18,28,9.3,72.3,0.8496,25,3,2004,4,0,0,858,490,1707,1212,378
348,348,348,25/03/2004 5:00,348,0.5,21,0.6,12,20,9.9,66.8,0.8152,25,3,2004,5,0,0,878,457,1935,1158,344
349,349,349,25/03/2004 6:00,349,0.6,46,1.4,43,51,7.6,83.2,0.8695,25,3,2004,6,0,0,893,540,1604,1268,413
350,350,350,25/03/2004 7:00,350,1.1,55,3.8,84,82,8.1,79,0.8544,25,3,2004,7,0,0,1038,697,1260,1383,605
351,351,351,25/03/2004 8:00,351,2.7,271,11.6,184,112,8.7,74.6,0.8429,25,3,2004,8,0,0,1320,1035,902,1721,991
352,352,352,25/03/2004 9:00,352,3.5,434,17.8,202,119,8.6,75.1,0.8415,25,3,2004,9,0,0,1353,1235,740,1937,1175
353,353,353,25/03/2004 10:00,353,2.3,300,8.8,133,99,9.7,69.7,0.8389,25,3,2004,10,0,0,1133,933,969,1552,923
354,354,354,25/03/2004 11:00,354,1.6,116,6.8,130,98,11,64.4,0.8447,25,3,2004,11,0,0,1066,849,1039,1468,829
355,355,355,25/03/2004 12:00,355,1.3,95,5.9,106,88,13.6,53,0.8209,25,3,2004,12,0,0,1027,809,1081,1442,733
356,356,356,25/03/2004 13:00,356,2,211,8.9,132,96,14.2,48.4,0.778,25,3,2004,13,0,0,1106,935,958,1570,819
357,357,357,25/03/2004 14:00,357,1.9,168,8.2,106,81,14.2,46.3,0.7438,25,3,2004,14,0,0,1038,907,976,1492,723
358,358,358,25/03/2004 15:00,358,1.9,154,8.6,125,92,16,41.3,0.7462,25,3,2004,15,0,0,1084,924,986,1501,786
359,359,359,25/03/2004 16:00,359,2.2,267,10.1,138,105,17.7,35.4,0.7094,25,3,2004,16,0,0,1105,982,939,1545,850
360,360,360,25/03/2004 17:00,360,2,143,9.4,120,88,17.1,37.4,0.7225,25,3,2004,17,0,0,1102,957,968,1527,820
361,361,361,25/03/2004 18:00,361,2.9,374,14.6,158,103,14.9,40.5,0.6835,25,3,2004,18,0,0,1240,1137,836,1748,991
362,362,362,25/03/2004 19:00,362,5.2,797,24.6,253,141,13.4,47.8,0.7293,25,3,2004,19,0,0,1443,1418,666,2060,1454
363,363,363,25/03/2004 20:00,363,4.6,698,21.6,231,133,12.6,52.5,0.7642,25,3,2004,20,0,0,1389,1341,692,1982,1488
364,364,364,25/03/2004 21:00,364,2.5,234,10.3,150,119,12.2,53.2,0.7555,25,3,2004,21,0,0,1183,989,904,1539,1205
365,365,365,25/03/2004 22:00,365,1.5,104,5.7,99,106,10.6,56.1,0.714,25,3,2004,22,0,0,1014,798,1083,1376,909
366,366,366,25/03/2004 23:00,366,1.2,67,4.5,75,92,9.9,59.5,0.7276,25,3,2004,23,0,0,979,736,1154,1324,769
367,367,367,26/03/2004 0:00,367,1.7,88,5.5,93,97,9.6,61.1,0.7323,26,3,2004,0,0,0,1048,787,1098,1373,835
368,368,368,26/03/2004 1:00,368,1.4,79,4.8,79,91,9.7,61.6,0.7425,26,3,2004,1,0,0,1024,753,1131,1357,793
369,369,369,26/03/2004 2:00,369,1.2,61,3.6,67,83,9.4,62.6,0.7398,26,3,2004,2,0,0,974,690,1208,1313,733
370,370,370,26/03/2004 3:00,370,0.6,43,1.7,-200,-200,8.2,68.5,0.7455,26,3,2004,3,0,0,862,561,1449,1219,502
371,371,371,26/03/2004 4:00,371,0.7,40,2.2,45,59,8,69.4,0.7459,26,3,2004,4,0,0,925,602,1398,1263,562
372,372,372,26/03/2004 5:00,372,0.8,52,3,72,73,7.7,72.4,0.7655,26,3,2004,5,0,0,952,654,1210,1312,832
373,373,373,26/03/2004 6:00,373,0.9,64,4,103,78,8,71.8,0.7711,26,3,2004,6,0,0,1005,713,1130,1363,924
374,374,374,26/03/2004 7:00,374,1.6,88,6.7,132,90,8.5,66.3,0.7375,26,3,2004,7,0,0,1122,842,1015,1438,974
375,375,375,26/03/2004 8:00,375,3.4,375,16.7,239,110,9.8,59.6,0.7214,26,3,2004,8,0,0,1351,1201,783,1828,1307
376,376,376,26/03/2004 9:00,376,3.8,592,19.3,275,114,11.2,57,0.7544,26,3,2004,9,0,0,1408,1278,682,1928,1481
377,377,377,26/03/2004 10:00,377,3.1,357,14.8,232,119,14.8,44.1,0.7407,26,3,2004,10,0,0,1304,1142,772,1747,1405
378,378,378,26/03/2004 11:00,378,2.7,296,13.4,180,121,16.8,35.3,0.6729,26,3,2004,11,0,0,1207,1098,826,1664,1195
379,379,379,26/03/2004 12:00,379,2,181,11,112,97,19.2,27.1,0.5976,26,3,2004,12,0,0,1099,1014,948,1503,868
380,380,380,26/03/2004 13:00,380,2.3,211,12.5,116,99,19.1,26.2,0.5741,26,3,2004,13,0,0,1106,1068,915,1535,874
381,381,381,26/03/2004 14:00,381,1.9,199,8.4,103,85,16.3,30.8,0.5683,26,3,2004,14,0,0,1009,916,1015,1391,738
382,382,382,26/03/2004 15:00,382,1.3,81,5.3,89,75,14.2,36.8,0.5922,26,3,2004,15,0,0,962,776,1152,1279,550
383,383,383,26/03/2004 16:00,383,1.9,143,8.8,112,87,13.4,41,0.6292,26,3,2004,16,0,0,1093,933,976,1454,777
