MeasurementID,DateID,TimeID,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
154,154,154,154,0.7,26.0,2.6,-200.0,-200.0,13.1,57.9,0.8666,17.0,3.0,2004.0,3.0,0.0,0.0,933.0,625.0,1292.0,1332.0,884.0
155,155,155,155,-200.0,17.0,1.9,54.0,60.0,12.7,57.9,0.8447,17.0,3.0,2004.0,4.0,0.0,0.0,883.0,577.0,1396.0,1303.0,808.0
156,156,156,156,0.5,11.0,1.6,28.0,40.0,11.8,58.0,0.8026,17.0,3.0,2004.0,5.0,0.0,0.0,869.0,554.0,1460.0,1268.0,667.0
157,157,157,157,0.5,18.0,1.9,46.0,53.0,11.9,57.4,0.7978,17.0,3.0,2004.0,6.0,0.0,0.0,891.0,576.0,1417.0,1289.0,733.0
158,158,158,158,1.6,84.0,7.5,160.0,84.0,9.9,65.2,0.7956,17.0,3.0,2004.0,7.0,0.0,0.0,1173.0,878.0,1038.0,1556.0,1052.0
159,159,159,159,4.1,260.0,21.4,320.0,108.0,11.1,60.2,0.7958,17.0,3.0,2004.0,8.0,0.0,0.0,1587.0,1334.0,702.0,1999.0,1534.0
160,160,160,160,6.6,534.0,36.4,377.0,127.0,14.1,50.0,0.802,17.0,3.0,2004.0,9.0,0.0,0.0,1852.0,1696.0,553.0,2535.0,1931.0
161,161,161,161,4.3,368.0,21.3,280.0,134.0,17.7,40.1,0.8048,17.0,3.0,2004.0,10.0,0.0,0.0,1522.0,1331.0,703.0,2026.0,1734.0
162,162,162,162,2.9,200.0,15.4,221.0,135.0,21.1,33.4,0.8265,17.0,3.0,2004.0,11.0,0.0,0.0,1438.0,1161.0,819.0,1782.0,1595.0
163,163,163,163,2.5,145.0,12.5,210.0,142.0,24.3,28.3,0.8471,17.0,3.0,2004.0,12.0,0.0,0.0,1393.0,1067.0,905.0,1654.0,1490.0
164,164,164,164,2.8,188.0,15.1,204.0,153.0,25.6,25.6,0.8254,17.0,3.0,2004.0,13.0,0.0,0.0,1452.0,1152.0,861.0,1747.0,1508.0
165,165,165,165,2.6,152.0,13.7,161.0,123.0,25.9,25.9,0.8503,17.0,3.0,2004.0,14.0,0.0,0.0,1389.0,1108.0,887.0,1712.0,1334.0
166,166,166,166,2.0,103.0,10.4,135.0,104.0,26.8,18.7,0.65,17.0,3.0,2004.0,15.0,0.0,0.0,1207.0,994.0,1013.0,1520.0,1045.0
167,167,167,167,2.9,193.0,15.2,186.0,129.0,29.3,15.8,0.6309,17.0,3.0,2004.0,16.0,0.0,0.0,1365.0,1154.0,940.0,1679.0,1221.0
168,168,168,168,2.5,134.0,12.3,147.0,114.0,28.5,14.9,0.5708,17.0,3.0,2004.0,17.0,0.0,0.0,1247.0,1060.0,1032.0,1525.0,1069.0
169,169,169,169,5.0,386.0,27.0,299.0,158.0,25.9,16.0,0.5237,17.0,3.0,2004.0,18.0,0.0,0.0,1557.0,1478.0,793.0,1981.0,1569.0
170,170,170,170,7.6,577.0,38.4,411.0,194.0,23.1,26.5,0.7403,17.0,3.0,2004.0,19.0,0.0,0.0,1973.0,1737.0,617.0,2414.0,2306.0
171,171,171,171,6.7,523.0,35.1,347.0,182.0,20.5,38.2,0.9133,17.0,3.0,2004.0,20.0,0.0,0.0,1975.0,1667.0,597.0,2416.0,2359.0
172,172,172,172,5.7,472.0,27.2,336.0,180.0,19.1,42.6,0.9294,17.0,3.0,2004.0,21.0,0.0,0.0,1795.0,1485.0,653.0,2174.0,2050.0
173,173,173,173,2.8,206.0,15.0,202.0,136.0,17.2,44.1,0.8558,17.0,3.0,2004.0,22.0,0.0,0.0,1444.0,1150.0,770.0,1727.0,1727.0
174,174,174,174,2.6,216.0,15.7,178.0,127.0,16.0,50.9,0.9206,17.0,3.0,2004.0,23.0,0.0,0.0,1488.0,1171.0,731.0,1778.0,1705.0
175,175,175,175,2.3,159.0,13.0,154.0,116.0,14.8,53.9,0.9024,18.0,3.0,2004.0,0.0,0.0,0.0,1371.0,1083.0,796.0,1669.0,1551.0
176,176,176,176,1.4,70.0,8.1,92.0,107.0,14.3,55.4,0.8975,18.0,3.0,2004.0,1.0,0.0,0.0,1161.0,904.0,947.0,1502.0,1240.0
177,177,177,177,1.0,44.0,5.5,61.0,88.0,14.8,52.1,0.8686,18.0,3.0,2004.0,2.0,0.0,0.0,1064.0,787.0,1057.0,1407.0,1115.0
178,178,178,178,0.7,42.0,3.6,-200.0,-200.0,13.9,53.9,0.8501,18.0,3.0,2004.0,3.0,0.0,0.0,970.0,687.0,1196.0,1351.0,969.0
179,179,179,179,-200.0,28.0,2.9,60.0,78.0,11.6,61.9,0.8442,18.0,3.0,2004.0,4.0,0.0,0.0,954.0,645.0,1260.0,1334.0,925.0
180,180,180,180,0.6,20.0,2.5,37.0,57.0,12.0,58.9,0.8233,18.0,3.0,2004.0,5.0,0.0,0.0,931.0,623.0,1293.0,1307.0,828.0
181,181,181,181,0.7,26.0,3.0,68.0,71.0,10.9,62.1,0.8113,18.0,3.0,2004.0,6.0,0.0,0.0,938.0,650.0,1251.0,1333.0,893.0
182,182,182,182,1.5,78.0,7.7,139.0,85.0,10.6,63.3,0.8067,18.0,3.0,2004.0,7.0,0.0,0.0,1166.0,885.0,1005.0,1551.0,1075.0
183,183,183,183,4.7,319.0,23.3,339.0,124.0,11.5,60.0,0.8117,18.0,3.0,2004.0,8.0,0.0,0.0,1643.0,1384.0,667.0,2094.0,1610.0
184,184,184,184,6.6,506.0,35.8,421.0,151.0,14.3,50.6,0.8186,18.0,3.0,2004.0,9.0,0.0,0.0,1934.0,1682.0,541.0,2468.0,2051.0
185,185,185,185,4.5,-200.0,21.3,349.0,150.0,17.8,40.5,0.821,18.0,3.0,2004.0,10.0,0.0,0.0,1617.0,1333.0,686.0,2010.0,1819.0
186,186,186,186,2.8,-200.0,14.3,224.0,152.0,20.8,34.4,0.8365,18.0,3.0,2004.0,11.0,0.0,0.0,1473.0,1127.0,831.0,1752.0,1568.0
187,187,187,187,2.2,-200.0,12.5,171.0,139.0,23.8,28.2,0.8219,18.0,3.0,2004.0,12.0,0.0,0.0,1379.0,1068.0,899.0,1663.0,1374.0
188,188,188,188,2.2,-200.0,12.2,149.0,133.0,24.2,28.7,0.8515,18.0,3.0,2004.0,13.0,0.0,0.0,1385.0,1056.0,891.0,1648.0,1268.0
189,189,189,189,2.3,-200.0,13.1,137.0,126.0,25.2,24.9,0.7829,18.0,3.0,2004.0,14.0,0.0,0.0,1379.0,1087.0,901.0,1660.0,1144.0
190,190,190,190,2.2,-200.0,14.4,149.0,128.0,27.0,17.8,0.6275,18.0,3.0,2004.0,15.0,0.0,0.0,1322.0,1129.0,934.0,1639.0,1109.0
191,191,191,191,2.8,-200.0,16.8,172.0,169.0,27.1,23.1,0.818,18.0,3.0,2004.0,16.0,0.0,0.0,1496.0,1205.0,822.0,1767.0,1347.0
192,192,192,192,2.7,-200.0,14.5,166.0,149.0,25.8,23.9,0.7832,18.0,3.0,2004.0,17.0,0.0,0.0,1409.0,1131.0,873.0,1689.0,1206.0
193,193,193,193,3.7,-200.0,21.5,214.0,156.0,23.0,26.8,0.7446,18.0,3.0,2004.0,18.0,0.0,0.0,1513.0,1338.0,764.0,1957.0,1397.0
194,194,194,194,5.1,-200.0,26.4,280.0,168.0,20.7,31.1,0.7523,18.0,3.0,2004.0,19.0,0.0,0.0,1667.0,1464.0,683.0,2118.0,1588.0
195,195,195,195,5.1,-200.0,26.0,276.0,176.0,18.6,36.2,0.7676,18.0,3.0,2004.0,20.0,0.0,0.0,1667.0,1453.0,684.0,2051.0,1569.0
196,196,196,196,3.2,-200.0,14.1,178.0,135.0,16.0,48.4,0.8768,18.0,3.0,2004.0,21.0,0.0,0.0,1430.0,1121.0,814.0,1732.0,1322.0
197,197,197,197,2.1,-200.0,10.3,129.0,121.0,14.5,57.8,0.9456,18.0,3.0,2004.0,22.0,0.0,0.0,1333.0,989.0,885.0,1621.0,1194.0
198,198,198,198,1.7,-200.0,8.3,95.0,99.0,13.1,64.2,0.9606,18.0,3.0,2004.0,23.0,0.0,0.0,1262.0,911.0,948.0,1545.0,1062.0
199,199,199,199,2.0,-200.0,8.9,126.0,106.0,12.0,69.7,0.9735,19.0,3.0,2004.0,0.0,0.0,0.0,1287.0,936.0,918.0,1606.0,1040.0
200,200,200,200,1.6,-200.0,6.6,103.0,96.0,11.9,71.1,0.9915,19.0,3.0,2004.0,1.0,0.0,0.0,1134.0,840.0,1021.0,1501.0,917.0
201,201,201,201,0.9,-200.0,3.6,48.0,63.0,12.5,69.3,1.0029,19.0,3.0,2004.0,2.0,0.0,0.0,999.0,688.0,1229.0,1380.0,594.0
202,202,202,202,0.7,-200.0,2.5,-200.0,-200.0,12.5,67.5,0.9768,19.0,3.0,2004.0,3.0,0.0,0.0,961.0,622.0,1382.0,1301.0,430.0
203,203,203,203,-200.0,-200.0,1.8,20.0,32.0,12.3,67.7,0.9665,19.0,3.0,2004.0,4.0,0.0,0.0,934.0,569.0,1440.0,1280.0,397.0
204,204,204,204,0.5,-200.0,1.3,18.0,28.0,12.5,66.8,0.962,19.0,3.0,2004.0,5.0,0.0,0.0,913.0,525.0,1620.0,1260.0,370.0
205,205,205,205,0.7,-200.0,2.3,56.0,61.0,12.3,66.3,0.9487,19.0,3.0,2004.0,6.0,0.0,0.0,969.0,607.0,1373.0,1324.0,438.0
206,206,206,206,1.5,-200.0,6.7,115.0,99.0,12.4,64.9,0.9332,19.0,3.0,2004.0,7.0,0.0,0.0,1182.0,845.0,1054.0,1539.0,704.0
207,207,207,207,4.8,-200.0,22.8,320.0,157.0,13.0,61.6,0.9209,19.0,3.0,2004.0,8.0,0.0,0.0,1740.0,1372.0,671.0,2144.0,1476.0
208,208,208,208,6.2,-200.0,31.3,357.0,166.0,13.6,58.8,0.912,19.0,3.0,2004.0,9.0,0.0,0.0,1819.0,1582.0,575.0,2456.0,1716.0
209,209,209,209,4.0,-200.0,19.2,253.0,149.0,13.9,57.1,0.9032,19.0,3.0,2004.0,10.0,0.0,0.0,1427.0,1275.0,701.0,1980.0,1398.0
210,210,210,210,3.3,-200.0,16.4,218.0,135.0,14.5,54.4,0.8917,19.0,3.0,2004.0,11.0,0.0,0.0,1390.0,1191.0,759.0,1879.0,1268.0
211,211,211,211,2.8,-200.0,14.0,192.0,127.0,15.5,50.1,0.8744,19.0,3.0,2004.0,12.0,0.0,0.0,1283.0,1117.0,813.0,1751.0,1188.0
212,212,212,212,3.0,-200.0,15.3,176.0,122.0,16.1,47.6,0.8655,19.0,3.0,2004.0,13.0,0.0,0.0,1304.0,1157.0,793.0,1801.0,1171.0
213,213,213,213,3.3,-200.0,16.7,198.0,135.0,16.3,47.1,0.864,19.0,3.0,2004.0,14.0,0.0,0.0,1364.0,1202.0,771.0,1875.0,1250.0
214,214,214,214,3.5,-200.0,19.0,212.0,139.0,16.4,47.5,0.8791,19.0,3.0,2004.0,15.0,0.0,0.0,1410.0,1268.0,724.0,1957.0,1344.0
215,215,215,215,4.0,-200.0,19.4,249.0,147.0,16.1,50.2,0.9094,19.0,3.0,2004.0,16.0,0.0,0.0,1476.0,1280.0,708.0,1955.0,1378.0
216,216,216,216,4.6,-200.0,20.9,270.0,158.0,16.0,50.7,0.9142,19.0,3.0,2004.0,17.0,0.0,0.0,1522.0,1320.0,690.0,2005.0,1435.0
217,217,217,217,4.1,-200.0,20.2,231.0,146.0,15.8,50.3,0.8989,19.0,3.0,2004.0,18.0,0.0,0.0,1442.0,1301.0,704.0,1952.0,1372.0
218,218,218,218,4.5,-200.0,21.7,251.0,144.0,15.5,50.6,0.884,19.0,3.0,2004.0,19.0,0.0,0.0,1469.0,1344.0,677.0,1997.0,1471.0
219,219,219,219,3.9,-200.0,19.8,210.0,138.0,15.4,51.4,0.8956,19.0,3.0,2004.0,20.0,0.0,0.0,1467.0,1292.0,698.0,1942.0,1439.0
220,220,220,220,4.0,-200.0,16.7,249.0,143.0,15.2,53.1,0.9117,19.0,3.0,2004.0,21.0,0.0,0.0,1421.0,1202.0,748.0,1854.0,1429.0
221,221,221,221,2.2,-200.0,9.1,143.0,116.0,14.7,57.6,0.9573,19.0,3.0,2004.0,22.0,0.0,0.0,1175.0,945.0,904.0,1604.0,1081.0
222,222,222,222,2.1,-200.0,8.3,127.0,109.0,14.2,58.3,0.938,19.0,3.0,2004.0,23.0,0.0,0.0,1215.0,912.0,948.0,1547.0,993.0
223,223,223,223,1.7,-200.0,5.8,104.0,92.0,13.8,57.9,0.9085,20.0,3.0,2004.0,0.0,0.0,0.0,1127.0,802.0,1064.0,1447.0,837.0
224,224,224,224,1.6,-200.0,5.2,86.0,83.0,13.9,55.9,0.8842,20.0,3.0,2004.0,1.0,0.0,0.0,1090.0,773.0,1105.0,1429.0,761.0
225,225,225,225,1.3,-200.0,4.1,74.0,81.0,13.9,55.6,0.8765,20.0,3.0,2004.0,2.0,0.0,0.0,1017.0,718.0,1182.0,1382.0,650.0
226,226,226,226,1.3,-200.0,3.4,-200.0,-200.0,13.8,55.1,0.8666,20.0,3.0,2004.0,3.0,0.0,0.0,997.0,677.0,1252.0,1359.0,591.0
227,227,227,227,-200.0,-200.0,2.9,44.0,55.0,13.8,54.6,0.8574,20.0,3.0,2004.0,4.0,0.0,0.0,945.0,646.0,1308.0,1332.0,505.0
228,228,228,228,0.8,-200.0,3.1,42.0,53.0,13.6,55.1,0.856,20.0,3.0,2004.0,5.0,0.0,0.0,956.0,661.0,1260.0,1351.0,518.0
229,229,229,229,0.8,-200.0,2.5,63.0,67.0,13.6,59.0,0.9129,20.0,3.0,2004.0,6.0,0.0,0.0,966.0,622.0,1317.0,1342.0,571.0
230,230,230,230,1.1,-200.0,4.3,115.0,91.0,13.5,58.4,0.896,20.0,3.0,2004.0,7.0,0.0,0.0,1064.0,728.0,1161.0,1461.0,842.0
231,231,231,231,2.1,-200.0,8.9,170.0,113.0,13.8,58.0,0.9083,20.0,3.0,2004.0,8.0,0.0,0.0,1300.0,935.0,902.0,1623.0,1145.0
232,232,232,232,2.4,-200.0,10.5,147.0,102.0,14.6,53.1,0.8765,20.0,3.0,2004.0,9.0,0.0,0.0,1348.0,998.0,834.0,1689.0,1218.0
233,233,233,233,2.6,-200.0,12.5,166.0,107.0,15.0,52.3,0.8881,20.0,3.0,2004.0,10.0,0.0,0.0,1425.0,1068.0,776.0,1764.0,1341.0
234,234,234,234,2.8,-200.0,12.3,195.0,113.0,15.4,52.1,0.9046,20.0,3.0,2004.0,11.0,0.0,0.0,1474.0,1061.0,768.0,1768.0,1406.0
235,235,235,235,2.6,-200.0,11.7,182.0,108.0,16.3,50.0,0.9158,20.0,3.0,2004.0,12.0,0.0,0.0,1490.0,1039.0,782.0,1757.0,1422.0
236,236,236,236,2.6,-200.0,11.7,168.0,105.0,17.1,47.9,0.9281,20.0,3.0,2004.0,13.0,0.0,0.0,1495.0,1040.0,809.0,1735.0,1373.0
237,237,237,237,2.1,-200.0,9.3,125.0,93.0,19.0,42.9,0.937,20.0,3.0,2004.0,14.0,0.0,0.0,1376.0,953.0,900.0,1636.0,1153.0
238,238,238,238,1.7,-200.0,7.6,95.0,87.0,19.5,42.3,0.9476,20.0,3.0,2004.0,15.0,0.0,0.0,1305.0,884.0,980.0,1573.0,927.0
239,239,239,239,1.6,-200.0,6.7,79.0,76.0,19.5,42.3,0.9493,20.0,3.0,2004.0,16.0,0.0,0.0,1283.0,844.0,1036.0,1539.0,766.0
240,240,240,240,2.1,-200.0,9.7,119.0,94.0,19.1,43.8,0.9556,20.0,3.0,2004.0,17.0,0.0,0.0,1392.0,967.0,930.0,1649.0,941.0
241,241,241,241,2.3,-200.0,12.4,142.0,110.0,18.5,46.3,0.9744,20.0,3.0,2004.0,18.0,0.0,0.0,1452.0,1063.0,856.0,1774.0,1146.0
242,242,242,242,3.5,-200.0,16.6,215.0,136.0,17.4,51.6,1.0159,20.0,3.0,2004.0,19.0,0.0,0.0,1633.0,1199.0,734.0,1919.0,1417.0
243,243,243,243,3.9,-200.0,16.4,229.0,139.0,17.1,51.3,0.9914,20.0,3.0,2004.0,20.0,0.0,0.0,1625.0,1191.0,733.0,1885.0,1442.0
244,244,244,244,3.3,-200.0,13.7,206.0,125.0,16.4,53.8,0.9964,20.0,3.0,2004.0,21.0,0.0,0.0,1535.0,1108.0,785.0,1820.0,1323.0
245,245,245,245,2.3,-200.0,9.9,147.0,111.0,16.2,55.4,1.0132,20.0,3.0,2004.0,22.0,0.0,0.0,1323.0,973.0,864.0,1712.0,1125.0
246,246,246,246,2.1,-200.0,8.9,122.0,97.0,15.9,57.7,1.0356,20.0,3.0,2004.0,23.0,0.0,0.0,1309.0,937.0,905.0,1672.0,1036.0
247,247,247,247,2.8,-200.0,10.6,175.0,107.0,15.7,58.6,1.0396,21.0,3.0,2004.0,0.0,0.0,0.0,1456.0,999.0,835.0,1714.0,1202.0
248,248,248,248,2.1,-200.0,7.4,133.0,90.0,15.1,60.9,1.0398,21.0,3.0,2004.0,1.0,0.0,0.0,1300.0,872.0,941.0,1577.0,1054.0
249,249,249,249,1.6,-200.0,6.2,89.0,84.0,15.6,56.6,0.9951,21.0,3.0,2004.0,2.0,0.0,0.0,1203.0,823.0,1004.0,1526.0,903.0
250,250,250,250,1.6,-200.0,6.5,-200.0,-200.0,15.2,57.9,0.9941,21.0,3.0,2004.0,3.0,0.0,0.0,1195.0,836.0,987.0,1554.0,885.0
251,251,251,251,-200.0,-200.0,5.8,85.0,87.0,15.4,57.8,1.0021,21.0,3.0,2004.0,4.0,0.0,0.0,1117.0,802.0,1029.0,1539.0,818.0
252,252,252,252,1.1,-200.0,4.0,55.0,66.0,14.9,60.6,1.0196,21.0,3.0,2004.0,5.0,0.0,0.0,1062.0,711.0,1136.0,1461.0,700.0
253,253,253,253,0.7,-200.0,2.1,24.0,36.0,14.5,63.0,1.0316,21.0,3.0,2004.0,6.0,0.0,0.0,947.0,594.0,1300.0,1390.0,580.0
254,254,254,254,0.8,-200.0,3.6,72.0,62.0,14.2,66.2,1.063,21.0,3.0,2004.0,7.0,0.0,0.0,1065.0,687.0,1143.0,1492.0,815.0
255,255,255,255,1.2,-200.0,4.4,122.0,91.0,14.5,65.3,1.0704,21.0,3.0,2004.0,8.0,0.0,0.0,1155.0,734.0,1062.0,1528.0,1035.0
256,256,256,256,1.4,-200.0,5.4,111.0,89.0,15.3,62.1,1.073,21.0,3.0,2004.0,9.0,0.0,0.0,1220.0,782.0,996.0,1560.0,1067.0
257,257,257,257,1.7,-200.0,7.1,123.0,93.0,16.3,59.0,1.0868,21.0,3.0,2004.0,10.0,0.0,0.0,1301.0,862.0,914.0,1633.0,1114.0
258,258,258,258,1.8,-200.0,7.3,106.0,81.0,18.9,49.6,1.07,21.0,3.0,2004.0,11.0,0.0,0.0,1279.0,870.0,911.0,1646.0,1000.0
259,259,259,259,1.8,-200.0,7.6,103.0,82.0,19.4,46.1,1.0249,21.0,3.0,2004.0,12.0,0.0,0.0,1267.0,883.0,953.0,1617.0,906.0
260,260,260,260,1.9,-200.0,6.8,102.0,80.0,20.8,41.6,1.0091,21.0,3.0,2004.0,13.0,0.0,0.0,1239.0,848.0,981.0,1568.0,822.0
261,261,261,261,1.3,-200.0,4.6,48.0,48.0,21.4,40.3,1.0126,21.0,3.0,2004.0,14.0,0.0,0.0,1128.0,742.0,1144.0,1507.0,610.0
262,262,262,262,1.6,-200.0,8.4,63.0,61.0,21.2,39.3,0.9791,21.0,3.0,2004.0,15.0,0.0,0.0,1243.0,916.0,962.0,1669.0,657.0
263,263,263,263,1.9,-200.0,6.9,98.0,89.0,20.3,38.0,0.8942,21.0,3.0,2004.0,16.0,0.0,0.0,1208.0,853.0,1060.0,1506.0,647.0
264,264,264,264,2.3,-200.0,9.0,132.0,105.0,19.4,41.3,0.9206,21.0,3.0,2004.0,17.0,0.0,0.0,1306.0,938.0,961.0,1607.0,762.0
265,265,265,265,3.8,-200.0,15.1,173.0,116.0,18.5,43.8,0.9252,21.0,3.0,2004.0,18.0,0.0,0.0,1546.0,1151.0,769.0,1874.0,1122.0
266,266,266,266,3.5,-200.0,12.6,185.0,119.0,17.8,48.1,0.9689,21.0,3.0,2004.0,19.0,0.0,0.0,1501.0,1071.0,823.0,1744.0,1130.0
267,267,267,267,4.3,-200.0,15.1,266.0,144.0,17.9,46.9,0.952,21.0,3.0,2004.0,20.0,0.0,0.0,1605.0,1153.0,769.0,1840.0,1637.0
268,268,268,268,2.8,-200.0,9.9,188.0,123.0,17.4,49.1,0.9688,21.0,3.0,2004.0,21.0,0.0,0.0,1316.0,974.0,883.0,1673.0,1272.0
269,269,269,269,1.9,-200.0,8.0,122.0,105.0,17.0,51.7,0.9914,21.0,3.0,2004.0,22.0,0.0,0.0,1195.0,898.0,933.0,1594.0,1098.0
270,270,270,270,1.9,-200.0,7.9,112.0,93.0,16.4,55.1,1.0198,21.0,3.0,2004.0,23.0,0.0,0.0,1211.0,896.0,920.0,1624.0,1066.0
271,271,271,271,1.7,-200.0,6.1,93.0,86.0,16.1,60.0,1.0919,22.0,3.0,2004.0,0.0,0.0,0.0,1161.0,815.0,995.0,1582.0,909.0
272,272,272,272,1.5,-200.0,5.1,74.0,76.0,15.8,60.5,1.0805,22.0,3.0,2004.0,1.0,0.0,0.0,1095.0,767.0,1050.0,1547.0,818.0
273,273,273,273,0.6,-200.0,1.7,23.0,33.0,16.3,57.0,1.0491,22.0,3.0,2004.0,2.0,0.0,0.0,897.0,563.0,1417.0,1355.0,472.0
274,274,274,274,0.4,-200.0,0.7,-200.0,-200.0,16.9,53.9,1.0309,22.0,3.0,2004.0,3.0,0.0,0.0,842.0,468.0,1813.0,1274.0,394.0
275,275,275,275,-200.0,-200.0,0.8,17.0,27.0,16.1,55.9,1.0153,22.0,3.0,2004.0,4.0,0.0,0.0,854.0,481.0,1756.0,1304.0,396.0
276,276,276,276,0.3,-200.0,0.7,15.0,23.0,16.5,53.9,1.0049,22.0,3.0,2004.0,5.0,0.0,0.0,845.0,472.0,1786.0,1278.0,378.0
277,277,277,277,0.6,-200.0,2.0,41.0,46.0,16.4,54.0,0.9979,22.0,3.0,2004.0,6.0,0.0,0.0,942.0,586.0,1480.0,1373.0,432.0
278,278,278,278,1.2,-200.0,5.1,86.0,76.0,15.7,57.6,1.0195,22.0,3.0,2004.0,7.0,0.0,0.0,1090.0,768.0,1072.0,1538.0,699.0
279,279,279,279,3.6,-200.0,17.7,226.0,116.0,15.8,53.7,0.9571,22.0,3.0,2004.0,8.0,0.0,0.0,1514.0,1230.0,732.0,1996.0,1252.0
280,280,280,280,3.7,-200.0,18.4,214.0,115.0,17.4,42.1,0.8281,22.0,3.0,2004.0,9.0,0.0,0.0,1379.0,1252.0,711.0,1962.0,1237.0
281,281,281,281,1.8,-200.0,6.9,115.0,83.0,17.9,38.4,0.7793,22.0,3.0,2004.0,10.0,0.0,0.0,1074.0,854.0,1032.0,1484.0,772.0
282,282,282,282,1.6,-200.0,7.3,124.0,87.0,18.5,36.7,0.7764,22.0,3.0,2004.0,11.0,0.0,0.0,1090.0,868.0,1026.0,1509.0,766.0
283,283,283,283,1.9,-200.0,9.6,122.0,90.0,21.0,29.6,0.7263,22.0,3.0,2004.0,12.0,0.0,0.0,1110.0,964.0,947.0,1577.0,829.0
284,284,284,284,2.0,-200.0,10.4,107.0,87.0,21.3,28.1,0.7067,22.0,3.0,2004.0,13.0,0.0,0.0,1102.0,994.0,955.0,1599.0,783.0
285,285,285,285,2.2,-200.0,11.2,133.0,99.0,21.3,26.1,0.6539,22.0,3.0,2004.0,14.0,0.0,0.0,1100.0,1021.0,952.0,1607.0,822.0
286,286,286,286,2.1,-200.0,10.7,130.0,99.0,21.3,26.8,0.6681,22.0,3.0,2004.0,15.0,0.0,0.0,1094.0,1003.0,965.0,1574.0,813.0
287,287,287,287,2.3,451.0,11.6,150.0,101.0,21.3,24.2,0.606,22.0,3.0,2004.0,16.0,0.0,0.0,1076.0,1034.0,964.0,1544.0,813.0
288,288,288,288,2.6,185.0,12.4,138.0,103.0,20.2,28.5,0.6682,22.0,3.0,2004.0,17.0,0.0,0.0,1152.0,1062.0,928.0,1606.0,850.0
289,289,289,289,3.8,426.0,18.3,213.0,129.0,17.0,43.1,0.8264,22.0,3.0,2004.0,18.0,0.0,0.0,1407.0,1249.0,720.0,1932.0,1276.0
290,290,290,290,4.4,672.0,21.0,232.0,143.0,15.6,47.4,0.8347,22.0,3.0,2004.0,19.0,0.0,0.0,1438.0,1325.0,678.0,1993.0,1401.0
291,291,291,291,4.5,624.0,21.0,238.0,146.0,15.3,47.4,0.8178,22.0,3.0,2004.0,20.0,0.0,0.0,1425.0,1325.0,678.0,1965.0,1356.0
292,292,292,292,3.3,325.0,14.5,180.0,124.0,14.5,49.7,0.8177,22.0,3.0,2004.0,21.0,0.0,0.0,1279.0,1131.0,775.0,1758.0,1243.0
293,293,293,293,2.0,143.0,8.4,128.0,113.0,13.9,52.0,0.8231,22.0,3.0,2004.0,22.0,0.0,0.0,1132.0,916.0,920.0,1561.0,1083.0
294,294,294,294,1.1,89.0,4.3,65.0,80.0,14.5,49.4,0.8106,22.0,3.0,2004.0,23.0,0.0,0.0,1006.0,729.0,1142.0,1370.0,795.0
295,295,295,295,0.9,73.0,3.8,53.0,72.0,13.8,51.4,0.8071,23.0,3.0,2004.0,0.0,0.0,0.0,982.0,700.0,1204.0,1359.0,735.0
296,296,296,296,0.8,48.0,2.7,47.0,64.0,14.0,51.3,0.8163,23.0,3.0,2004.0,1.0,0.0,0.0,969.0,636.0,1271.0,1309.0,684.0
297,297,297,297,0.7,47.0,2.5,51.0,70.0,13.0,56.8,0.8444,23.0,3.0,2004.0,2.0,0.0,0.0,941.0,621.0,1298.0,1330.0,714.0
298,298,298,298,0.5,36.0,1.2,-200.0,-200.0,11.0,70.0,0.9215,23.0,3.0,2004.0,3.0,0.0,0.0,892.0,522.0,1522.0,1285.0,456.0
299,299,299,299,-200.0,25.0,0.8,20.0,31.0,10.1,76.8,0.9483,23.0,3.0,2004.0,4.0,0.0,0.0,855.0,478.0,1701.0,1261.0,401.0
300,300,300,300,0.3,19.0,0.6,13.0,22.0,8.8,80.5,0.9147,23.0,3.0,2004.0,5.0,0.0,0.0,834.0,459.0,1908.0,1212.0,361.0
301,301,301,301,0.5,26.0,1.8,33.0,47.0,9.6,75.4,0.9004,23.0,3.0,2004.0,6.0,0.0,0.0,909.0,567.0,1542.0,1287.0,418.0
302,302,302,302,1.1,60.0,4.6,103.0,88.0,9.8,75.0,0.9093,23.0,3.0,2004.0,7.0,0.0,0.0,1061.0,745.0,1178.0,1429.0,616.0
303,303,303,303,3.0,248.0,14.2,224.0,130.0,10.0,74.2,0.9117,23.0,3.0,2004.0,8.0,0.0,0.0,1441.0,1124.0,851.0,1829.0,1089.0
304,304,304,304,3.8,535.0,21.0,244.0,132.0,11.2,69.7,0.9232,23.0,3.0,2004.0,9.0,0.0,0.0,1498.0,1325.0,684.0,2095.0,1329.0
305,305,305,305,3.4,340.0,16.2,237.0,132.0,12.0,62.9,0.8803,23.0,3.0,2004.0,10.0,0.0,0.0,1343.0,1185.0,760.0,1857.0,1311.0
306,306,306,306,3.0,325.0,15.5,220.0,131.0,12.8,55.8,0.821,23.0,3.0,2004.0,11.0,0.0,0.0,1308.0,1166.0,792.0,1794.0,1236.0
307,307,307,307,2.7,267.0,13.4,207.0,129.0,13.1,54.8,0.8234,23.0,3.0,2004.0,12.0,0.0,0.0,1209.0,1097.0,837.0,1746.0,1147.0
